"","Estacion","State","AsocPlot","Species","Trans","Perm","Number"
"804","Recenso","Tolima","T1P1","Brachymyrmex heeri","High","Low",1
"805","Censo","Valle","T1P3","Brachymyrmex heeri","High","Low",9
"806","Recenso","Valle","T1P3","Brachymyrmex heeri","High","Low",5
"807","Censo","Valle","T2P3","Brachymyrmex heeri","High","Low",9
"808","Recenso","Valle","T2P3","Brachymyrmex heeri","High","Low",1
"809","Recenso","Huila","T3P1","Brachymyrmex heeri","High","Low",1
"810","Censo","Bolivar","T3P3","Camponotus","High","Low",1
"811","Censo","Bolivar","T3P3","Camponotus bidens","High","Low",1
"812","Censo","Bolivar","T3P3","Camponotus brevis","High","Low",1
"813","Recenso","Huila","T3P1","Camponotus coruscus","High","Low",2
"814","Censo","Bolivar","T3P3","Camponotus coruscus","High","Low",2
"815","Censo","Tolima","T1P1","Cardiocondyla nuda","High","Low",5
"816","Censo","Valle","T1P3","Carebara brevipilosa","High","Low",1
"817","Censo","Valle","T3P1","Carebara brevipilosa","High","Low",1
"818","Recenso","Valle","T3P1","Carebara brevipilosa","High","Low",2
"819","Censo","Valle","T2P3","Crematogaster","High","Low",1
"820","Censo","Huila","T3P1","Crematogaster","High","Low",19
"821","Recenso","Huila","T3P1","Crematogaster","High","Low",1
"822","Recenso","Valle","T3P1","Crematogaster","High","Low",7
"823","Recenso","Bolivar","T3P3","Crematogaster","High","Low",1
"824","Censo","Bolivar","T3P3","Crematogaster curvispinosa","High","Low",1
"825","Censo","Bolivar","T3P3","Crematogaster erecta","High","Low",5
"826","Recenso","Tolima","T1P1","Cyphomyrmex costatus","High","Low",24
"827","Recenso","Bolivar","T3P3","Cyphomyrmex costatus","High","Low",1
"828","Censo","Guajira","T3P2","Cyphomyrmex minutus","High","Low",4
"829","Censo","Bolivar","T3P3","Cyphomyrmex minutus","High","Low",2
"830","Censo","Tolima","T1P1","Cyphomyrmex rimosus","High","Low",19
"831","Recenso","Tolima","T1P1","Cyphomyrmex rimosus","High","Low",18
"832","Censo","Valle","T1P3","Cyphomyrmex rimosus","High","Low",58
"833","Recenso","Valle","T1P3","Cyphomyrmex rimosus","High","Low",7
"834","Censo","Valle","T2P3","Cyphomyrmex rimosus","High","Low",49
"835","Recenso","Valle","T2P3","Cyphomyrmex rimosus","High","Low",42
"836","Recenso","Huila","T3P1","Cyphomyrmex rimosus","High","Low",22
"837","Censo","Valle","T3P1","Cyphomyrmex rimosus","High","Low",13
"838","Recenso","Valle","T3P1","Cyphomyrmex rimosus","High","Low",25
"839","Recenso","Tolima","T1P1","Discothyrea","High","Low",5
"840","Recenso","Bolivar","T3P3","Discothyrea","High","Low",1
"841","Censo","Guajira","T3P2","Discothyrea neotropica","High","Low",3
"842","Censo","Valle","T2P3","Dolichoderus bispinosus","High","Low",1
"843","Recenso","Valle","T1P3","Dorymyrmex brunneus","High","Low",1
"844","Censo","Valle","T2P3","Dorymyrmex brunneus","High","Low",1
"845","Censo","Bolivar","T3P3","Dorymyrmex tuberosus","High","Low",1
"846","Recenso","Bolivar","T3P3","Dorymyrmex tuberosus","High","Low",3
"847","Censo","Tolima","T1P1","Ectatomma ruidum","High","Low",143
"848","Recenso","Tolima","T1P1","Ectatomma ruidum","High","Low",50
"849","Censo","Valle","T2P3","Ectatomma ruidum","High","Low",6
"850","Recenso","Valle","T2P3","Ectatomma ruidum","High","Low",7
"851","Censo","Huila","T3P1","Ectatomma ruidum","High","Low",95
"852","Recenso","Huila","T3P1","Ectatomma ruidum","High","Low",73
"853","Censo","Guajira","T3P2","Ectatomma ruidum","High","Low",14
"854","Censo","Bolivar","T3P3","Ectatomma ruidum","High","Low",6
"855","Recenso","Bolivar","T3P3","Ectatomma ruidum","High","Low",82
"856","Censo","Valle","T2P3","Ectatomma tuberculatum","High","Low",1
"857","Censo","Guajira","T3P2","Ectatomma tuberculatum","High","Low",1
"858","Censo","Bolivar","T3P3","Ectatomma tuberculatum","High","Low",2
"859","Censo","Valle","T1P3","Gnamptogenys","High","Low",17
"860","Recenso","Valle","T2P3","Gnamptogenys","High","Low",2
"861","Censo","Valle","T3P1","Gnamptogenys","High","Low",13
"862","Censo","Valle","T1P3","Gnamptogenys horni","High","Low",16
"863","Recenso","Valle","T1P3","Gnamptogenys horni","High","Low",10
"864","Censo","Valle","T2P3","Gnamptogenys horni","High","Low",3
"865","Recenso","Valle","T2P3","Gnamptogenys horni","High","Low",16
"866","Censo","Valle","T3P1","Gnamptogenys horni","High","Low",1
"867","Recenso","Valle","T3P1","Gnamptogenys horni","High","Low",7
"868","Censo","Valle","T1P3","Gnamptogenys striatula","High","Low",42
"869","Recenso","Valle","T1P3","Gnamptogenys striatula","High","Low",58
"870","Censo","Valle","T2P3","Gnamptogenys striatula","High","Low",63
"871","Recenso","Valle","T2P3","Gnamptogenys striatula","High","Low",162
"872","Recenso","Valle","T3P1","Gnamptogenys striatula","High","Low",3
"873","Censo","Guajira","T3P2","Gnamptogenys triangularis","High","Low",1
"874","Censo","Bolivar","T3P3","Hylomyrma reitteri","High","Low",3
"875","Recenso","Tolima","T1P1","Hypoponera","High","Low",18
"876","Censo","Valle","T1P3","Hypoponera","High","Low",31
"877","Recenso","Valle","T1P3","Hypoponera","High","Low",22
"878","Censo","Valle","T2P3","Hypoponera","High","Low",10
"879","Recenso","Valle","T2P3","Hypoponera","High","Low",31
"880","Censo","Valle","T3P1","Hypoponera","High","Low",9
"881","Recenso","Valle","T3P1","Hypoponera","High","Low",15
"882","Censo","Tolima","T1P1","Labidus coecus","High","Low",3
"883","Censo","Valle","T1P3","Labidus coecus","High","Low",7
"884","Recenso","Valle","T1P3","Labidus coecus","High","Low",2
"885","Censo","Guajira","T3P2","Labidus coecus","High","Low",6
"886","Censo","Guajira","T3P2","Leptogenys cf erugata","High","Low",1
"887","Recenso","Tolima","T1P1","Linepithema neotropicum","High","Low",1
"888","Censo","Valle","T1P3","Linepithema neotropicum","High","Low",4
"889","Recenso","Valle","T1P3","Linepithema neotropicum","High","Low",5
"890","Censo","Valle","T2P3","Linepithema neotropicum","High","Low",3
"891","Recenso","Tolima","T1P1","Megalomyrmex silvestrii","High","Low",3
"892","Censo","Tolima","T1P1","Monomorium floricola","High","Low",7
"893","Recenso","Valle","T3P1","Monomorium floricola","High","Low",1
"894","Recenso","Valle","T3P1","Mycocepurus smithii","High","Low",1
"895","Censo","Tolima","T1P1","Myrmicocrypta urichi","High","Low",4
"896","Censo","Guajira","T3P2","Neivamyrmex cf. swainsonii","High","Low",1
"897","Recenso","Tolima","T1P1","Neivamyrmex humilis","High","Low",1
"898","Censo","Valle","T1P3","Neivamyrmex humilis","High","Low",1
"899","Recenso","Valle","T3P1","Neoponera laevigata","High","Low",1
"900","Recenso","Tolima","T1P1","Nylanderia nodifera","High","Low",2
"901","Recenso","Valle","T1P3","Nylanderia nodifera","High","Low",24
"902","Censo","Valle","T2P3","Nylanderia nodifera","High","Low",4
"903","Recenso","Valle","T2P3","Nylanderia nodifera","High","Low",8
"904","Recenso","Huila","T3P1","Nylanderia nodifera","High","Low",2
"905","Censo","Valle","T3P1","Nylanderia nodifera","High","Low",4
"906","Recenso","Bolivar","T3P3","Nylanderia nodifera","High","Low",4
"907","Censo","Guajira","T3P2","Nylanderia steinheili","High","Low",12
"908","Censo","Bolivar","T3P3","Nylanderia steinheili","High","Low",1
"909","Censo","Guajira","T3P2","Octostruma","High","Low",1
"910","Censo","Guajira","T3P2","Octostruma amrishi","High","Low",8
"911","Censo","Bolivar","T3P3","Octostruma amrishi","High","Low",1
"912","Censo","Guajira","T3P2","Octostruma balzani","High","Low",5
"913","Recenso","Bolivar","T3P3","Octostruma iheringi","High","Low",4
"914","Censo","Guajira","T3P2","Octostruma impresa","High","Low",1
"915","Recenso","Tolima","T1P1","Odontomachus bauri","High","Low",9
"916","Recenso","Huila","T3P1","Odontomachus bauri","High","Low",16
"917","Censo","Guajira","T3P2","Odontomachus bauri","High","Low",3
"918","Censo","Bolivar","T3P3","Odontomachus bauri","High","Low",2
"919","Recenso","Bolivar","T3P3","Odontomachus bauri","High","Low",7
"920","Censo","Valle","T1P3","Odontomachus chelifer","High","Low",2
"921","Censo","Valle","T2P3","Odontomachus chelifer","High","Low",5
"922","Recenso","Valle","T2P3","Odontomachus chelifer","High","Low",2
"923","Censo","Valle","T3P1","Odontomachus chelifer","High","Low",4
"924","Recenso","Valle","T3P1","Odontomachus chelifer","High","Low",3
"925","Censo","Valle","T2P3","Odontomachus erythrocephalus","High","Low",2
"926","Censo","Valle","T3P1","Odontomachus erythrocephalus","High","Low",1
"927","Recenso","Valle","T3P1","Odontomachus erythrocephalus","High","Low",2
"928","Censo","Valle","T1P3","Pachycondyla harpax","High","Low",4
"929","Censo","Valle","T2P3","Pachycondyla harpax","High","Low",1
"930","Recenso","Valle","T2P3","Pachycondyla harpax","High","Low",4
"931","Recenso","Huila","T3P1","Pachycondyla harpax","High","Low",1
"932","Censo","Valle","T3P1","Pachycondyla harpax","High","Low",4
"933","Recenso","Valle","T3P1","Pachycondyla harpax","High","Low",4
"934","Censo","Guajira","T3P2","Pachycondyla harpax","High","Low",8
"935","Censo","Bolivar","T3P3","Pachycondyla harpax","High","Low",4
"936","Recenso","Bolivar","T3P3","Pachycondyla harpax","High","Low",4
"937","Recenso","Valle","T1P3","Pachycondyla impressa","High","Low",1
"938","Censo","Guajira","T3P2","Pachycondyla impressa","High","Low",2
"939","Censo","Bolivar","T3P3","Pachycondyla impressa","High","Low",2
"940","Recenso","Bolivar","T3P3","Pachycondyla impressa","High","Low",7
"941","Censo","Valle","T3P1","Paratrechina longicornis","High","Low",1
"942","Censo","Tolima","T1P1","Pheidole","High","Low",7
"943","Recenso","Tolima","T1P1","Pheidole","High","Low",20
"944","Censo","Valle","T1P3","Pheidole","High","Low",21
"945","Recenso","Valle","T1P3","Pheidole","High","Low",11
"946","Censo","Valle","T2P3","Pheidole","High","Low",17
"947","Recenso","Valle","T2P3","Pheidole","High","Low",15
"948","Censo","Huila","T3P1","Pheidole","High","Low",12
"949","Recenso","Huila","T3P1","Pheidole","High","Low",26
"950","Censo","Valle","T3P1","Pheidole","High","Low",7
"951","Recenso","Valle","T3P1","Pheidole","High","Low",11
"952","Recenso","Bolivar","T3P3","Pheidole","High","Low",13
"953","Censo","Guajira","T3P2","Pheidole scalaris","High","Low",1
"954","Censo","Bolivar","T3P3","Pheidole scalaris","High","Low",2
"955","Recenso","Bolivar","T3P3","Pogonomyrmex mayri","High","Low",6
"956","Censo","Valle","T2P3","Pseudomyrmex boopis","High","Low",1
"957","Recenso","Huila","T3P1","Pseudomyrmex boopis","High","Low",1
"958","Recenso","Tolima","T1P1","Rasopone arhuaca","High","Low",7
"959","Censo","Bolivar","T3P3","Rasopone arhuaca","High","Low",4
"960","Recenso","Bolivar","T3P3","Rasopone arhuaca","High","Low",11
"961","Censo","Valle","T1P3","Rasopone ferruginea","High","Low",2
"962","Censo","Guajira","T3P2","Rhopalothrix isthmica","High","Low",2
"963","Recenso","Tolima","T1P1","Rogeria curvipubens","High","Low",16
"964","Censo","Valle","T2P3","Rogeria curvipubens","High","Low",4
"965","Recenso","Valle","T2P3","Rogeria curvipubens","High","Low",2
"966","Censo","Valle","T3P1","Rogeria curvipubens","High","Low",8
"967","Censo","Guajira","T3P2","Rogeria curvipubens","High","Low",9
"968","Censo","Valle","T1P3","Rogeria foreli","High","Low",8
"969","Recenso","Valle","T1P3","Rogeria foreli","High","Low",2
"970","Censo","Valle","T2P3","Rogeria foreli","High","Low",6
"971","Recenso","Valle","T2P3","Rogeria foreli","High","Low",25
"972","Recenso","Huila","T3P1","Rogeria foreli","High","Low",4
"973","Censo","Valle","T3P1","Rogeria foreli","High","Low",16
"974","Recenso","Valle","T3P1","Rogeria foreli","High","Low",38
"975","Censo","Guajira","T3P2","Rogeria foreli","High","Low",1
"976","Recenso","Bolivar","T3P3","Rogeria foreli","High","Low",10
"977","Recenso","Tolima","T1P1","Sericomyrmex amabilis","High","Low",9
"978","Censo","Valle","T2P3","Sericomyrmex amabilis","High","Low",13
"979","Recenso","Valle","T2P3","Sericomyrmex amabilis","High","Low",35
"980","Censo","Valle","T3P1","Sericomyrmex amabilis","High","Low",9
"981","Recenso","Valle","T3P1","Sericomyrmex amabilis","High","Low",43
"982","Censo","Tolima","T1P1","Solenopsis","High","Low",11
"983","Recenso","Tolima","T1P1","Solenopsis","High","Low",11
"984","Censo","Valle","T1P3","Solenopsis","High","Low",13
"985","Recenso","Valle","T1P3","Solenopsis","High","Low",2
"986","Censo","Valle","T2P3","Solenopsis","High","Low",20
"987","Recenso","Valle","T2P3","Solenopsis","High","Low",19
"988","Censo","Huila","T3P1","Solenopsis","High","Low",6
"989","Recenso","Huila","T3P1","Solenopsis","High","Low",15
"990","Censo","Valle","T3P1","Solenopsis","High","Low",13
"991","Recenso","Valle","T3P1","Solenopsis","High","Low",14
"992","Recenso","Bolivar","T3P3","Solenopsis","High","Low",9
"993","Censo","Bolivar","T3P3","Solenopsis altinodis","High","Low",6
"994","Censo","Bolivar","T3P3","Solenopsis geminata","High","Low",1
"995","Censo","Guajira","T3P2","Solenopsis pollux","High","Low",3
"996","Censo","Bolivar","T3P3","Solenopsis pollux","High","Low",1
"997","Censo","Guajira","T3P2","Solenopsis subterrranea","High","Low",4
"998","Censo","Guajira","T3P2","Solenopsis vinsoni","High","Low",1
"999","Censo","Guajira","T3P2","Strumigenys deltisquama","High","Low",1
"1000","Censo","Guajira","T3P2","Strumigenys eggersi","High","Low",8
"1001","Recenso","Tolima","T1P1","Strumigenys elongata","High","Low",13
"1002","Censo","Valle","T1P3","Strumigenys elongata","High","Low",45
"1003","Censo","Valle","T3P1","Strumigenys elongata","High","Low",15
"1004","Censo","Guajira","T3P2","Strumigenys elongata","High","Low",7
"1005","Censo","Bolivar","T3P3","Strumigenys elongata","High","Low",1
"1006","Recenso","Bolivar","T3P3","Strumigenys elongata","High","Low",3
"1007","Censo","Valle","T1P3","Strumigenys grytava","High","Low",2
"1008","Censo","Valle","T3P1","Strumigenys grytava","High","Low",2
"1009","Censo","Guajira","T3P2","Strumigenys grytava","High","Low",8
"1010","Recenso","Tolima","T1P1","Strumigenys gundlachi","High","Low",30
"1011","Censo","Valle","T1P3","Strumigenys gundlachi","High","Low",1
"1012","Recenso","Valle","T1P3","Strumigenys gundlachi","High","Low",2
"1013","Censo","Valle","T2P3","Strumigenys gundlachi","High","Low",45
"1014","Recenso","Valle","T2P3","Strumigenys gundlachi","High","Low",31
"1015","Recenso","Valle","T3P1","Strumigenys gundlachi","High","Low",44
"1016","Censo","Bolivar","T3P3","Tapinoma cf. ramulorum","High","Low",2
"1017","Censo","Guajira","T3P2","Trachymyrmex bugnioni","High","Low",2
"1018","Censo","Bolivar","T3P3","Trachymyrmex bugnioni","High","Low",1
"1019","Recenso","Bolivar","T3P3","Trachymyrmex bugnioni","High","Low",2
"1020","Recenso","Valle","T2P3","Trachymyrmex cornetzi","High","Low",1
"1021","Censo","Guajira","T3P2","Trachymyrmex cornetzi","High","Low",3
"1022","Recenso","Tolima","T1P1","Trachymyrmex irmgardae","High","Low",23
"1023","Recenso","Huila","T3P1","Trachymyrmex irmgardae","High","Low",2
"1024","Censo","Bolivar","T3P3","Trachymyrmex urichi","High","Low",1
"1025","Recenso","Tolima","T1P1","Wasmannia auropunctata","High","Low",198
"1026","Censo","Valle","T1P3","Wasmannia auropunctata","High","Low",637
"1027","Recenso","Valle","T1P3","Wasmannia auropunctata","High","Low",11
"1028","Censo","Valle","T2P3","Wasmannia auropunctata","High","Low",550
"1029","Recenso","Valle","T2P3","Wasmannia auropunctata","High","Low",183
"1030","Recenso","Valle","T3P1","Wasmannia auropunctata","High","Low",1594
"1031","Censo","Guajira","T3P2","Wasmannia auropunctata","High","Low",13
"1032","Recenso","Bolivar","T3P3","Wasmannia auropunctata","High","Low",2
"1033","Recenso","Tolima","T2P1","Acromyrmex nobilis","Low","Low",1
"1034","Censo","Bolivar","T2P1","Acromyrmex octospinosus","Low","Low",1
"1035","Recenso","Tolima","T2P1","Acromyrmex octospinosus","Low","Low",2
"1036","Recenso","Bolivar","T2P1","Acropyga exsanguis","Low","Low",1
"1037","Censo","Guajira","T2P2","Acropyga smithi","Low","Low",5
"1038","recenso","Guajira","T2P2","Acropyga smithi","Low","Low",6
"1039","Recenso","Bolivar","T2P1","Anochetus diegensis","Low","Low",10
"1040","Censo","Guajira","T2P2","Anochetus diegensis","Low","Low",3
"1041","recenso","Guajira","T2P2","Anochetus diegensis","Low","Low",4
"1042","Recenso","Huila","T2P3","Anochetus simoni","Low","Low",2
"1043","Censo","Bolivar","T2P1","Apterostigma dentigerum","Low","Low",2
"1044","Censo","Guajira","T2P2","Apterostigma dentigerum","Low","Low",1
"1045","Censo","Bolivar","T2P1","Apterostigma pilosum","Low","Low",1
"1046","Censo","Guajira","T2P2","Apterostigma pilosum","Low","Low",1
"1047","recenso","Guajira","T2P2","Apterostigma pilosum","Low","Low",2
"1048","Censo","Guajira","T2P2","Atta cephalotes","Low","Low",1
"1049","Censo","Bolivar","T2P1","Atta colombica","Low","Low",4
"1050","Recenso","Bolivar","T2P1","Atta colombica","Low","Low",2
"1051","Recenso","Huila","T2P3","Atta colombica","Low","Low",8
"1052","Recenso","Bolivar","T2P1","Brachymyrmex heeri","Low","Low",1
"1053","Censo","Tolima","T2P1","Brachymyrmex heeri","Low","Low",1
"1054","Censo","Bolivar","T2P1","Camponotus brettesi","Low","Low",1
"1055","Recenso","Huila","T2P3","Camponotus brevis","Low","Low",1
"1056","Censo","Guajira","T2P2","Camponotus linnaei","Low","Low",1
"1057","Censo","Guajira","T2P2","Carebara urichi","Low","Low",1
"1058","Recenso","Huila","T2P3","Carebara urichi","Low","Low",2
"1059","Censo","Guajira","T2P2","Cephalotes atratus","Low","Low",1
"1060","Recenso","Bolivar","T2P1","Crematogaster","Low","Low",37
"1061","Recenso","Tolima","T2P1","Crematogaster","Low","Low",2
"1062","Recenso","Huila","T2P3","Crematogaster","Low","Low",1
"1063","recenso","Guajira","T2P2","Crematogaster curvispinosa","Low","Low",1
"1064","Censo","Bolivar","T2P1","Crematogaster flavosensitiva","Low","Low",2
"1065","Censo","Guajira","T2P2","Crematogaster flavosensitiva","Low","Low",1
"1066","Censo","Guajira","T2P2","Crematogaster rochai","Low","Low",2
"1067","Recenso","Bolivar","T2P1","Cyphomyrmex costatus","Low","Low",7
"1068","Recenso","Tolima","T2P1","Cyphomyrmex costatus","Low","Low",2
"1069","Censo","Guajira","T2P2","Cyphomyrmex costatus","Low","Low",2
"1070","recenso","Guajira","T2P2","Cyphomyrmex costatus","Low","Low",3
"1071","Censo","Bolivar","T2P1","Cyphomyrmex minutus","Low","Low",1
"1072","Censo","Guajira","T2P2","Cyphomyrmex minutus","Low","Low",8
"1073","recenso","Guajira","T2P2","Cyphomyrmex minutus","Low","Low",7
"1074","Censo","Tolima","T2P1","Cyphomyrmex rimosus","Low","Low",8
"1075","Recenso","Tolima","T2P1","Cyphomyrmex rimosus","Low","Low",3
"1076","Recenso","Huila","T2P3","Cyphomyrmex rimosus","Low","Low",60
"1077","Censo","Guajira","T2P2","Discothyrea horni","Low","Low",1
"1078","Censo","Guajira","T2P2","Discothyrea humilis","Low","Low",1
"1079","Censo","Guajira","T2P2","Discothyrea neotropica","Low","Low",3
"1080","recenso","Guajira","T2P2","Discothyrea neotropica","Low","Low",1
"1081","recenso","Guajira","T2P2","Dolichoderus lutosus","Low","Low",1
"1082","Censo","Huila","T2P3","Ectatomma confine","Low","Low",45
"1083","Recenso","Huila","T2P3","Ectatomma confine","Low","Low",13
"1084","Censo","Bolivar","T2P1","Ectatomma ruidum","Low","Low",9
"1085","Recenso","Bolivar","T2P1","Ectatomma ruidum","Low","Low",32
"1086","Censo","Tolima","T2P1","Ectatomma ruidum","Low","Low",255
"1087","Recenso","Tolima","T2P1","Ectatomma ruidum","Low","Low",31
"1088","Censo","Guajira","T2P2","Ectatomma ruidum","Low","Low",13
"1089","recenso","Guajira","T2P2","Ectatomma ruidum","Low","Low",8
"1090","Censo","Guajira","T2P2","Gnamptogenys haenschi","Low","Low",1
"1091","Censo","Guajira","T2P2","Gnamptogenys minuta","Low","Low",1
"1092","recenso","Guajira","T2P2","Gnamptogenys minuta","Low","Low",1
"1093","Censo","Guajira","T2P2","Gnamptogenys regularis","Low","Low",1
"1094","Censo","Bolivar","T2P1","Gnamptogenys triangularis","Low","Low",1
"1095","recenso","Guajira","T2P2","Gnamptogenys triangularis","Low","Low",1
"1096","Recenso","Bolivar","T2P1","Hypoponera opacior","Low","Low",29
"1097","Recenso","Huila","T2P3","Hypoponera opacior","Low","Low",3
"1098","Censo","Guajira","T2P2","Labidus coecus","Low","Low",1
"1099","recenso","Guajira","T2P2","Labidus coecus","Low","Low",2
"1100","Censo","Guajira","T2P2","Leptogenys pubiceps","Low","Low",1
"1101","Recenso","Tolima","T2P1","Linepithema neotropicum","Low","Low",1
"1102","Recenso","Bolivar","T2P1","Megalomyrmex silvestrii","Low","Low",2
"1103","Censo","Guajira","T2P2","Megalomyrmex silvestrii","Low","Low",1
"1104","Recenso","Bolivar","T2P1","Monomorium floricola","Low","Low",1
"1105","Censo","Tolima","T2P1","Monomorium floricola","Low","Low",2
"1106","recenso","Guajira","T2P2","Monomorium floricola","Low","Low",1
"1107","Censo","Guajira","T2P2","Mycocepurus smithii","Low","Low",1
"1108","Censo","Tolima","T2P1","Myrmicocrypta urichi","Low","Low",4
"1109","recenso","Guajira","T2P2","Neivamyrmex cf. swainsonii","Low","Low",1
"1110","Censo","Bolivar","T2P1","Neivamyrmex iridescens","Low","Low",1
"1111","recenso","Guajira","T2P2","Neivamyrmex iridescens","Low","Low",2
